RCDTS,Type,School_Name,District,District_Size,School_Type,NR_Student_Enrollment,PERC_Student_Enrollment___White,PERC_Student_Enrollment___Black_or_African_American,PERC_Student_Enrollment___Hispanic_or_Latino,PERC_Student_Enrollment___Asian,PERC_Student_Enrollment___Two_or_More_Races,PERC_Student_Enrollment___Children_with_Disabilities,PERC_Student_Enrollment___EL,PERC_Student_Enrollment___Low_Income
050160350022001,School,West School,Glencoe SD 35,MEDIUM,ELEMENTARY,244,83.6,0.4,5.7,5.7,4.5,12.7,2.9,
050160350022002,School,South Elem School,Glencoe SD 35,MEDIUM,ELEMENTARY,400,84.5,0.3,7.3,5.0,2.5,12.5,2.8,
050160360022001,School,Crow Island Elem School,Winnetka SD 36,LARGE,ELEMENTARY,308,90.3,0.3,1.3,2.3,5.8,17.2,1.0,
050160360022002,School,Greeley Elem School,Winnetka SD 36,LARGE,ELEMENTARY,276,88.0,,4.7,1.4,5.8,27.9,1.1,
050160360022003,School,Hubbard Woods Elem School,Winnetka SD 36,LARGE,ELEMENTARY,301,88.4,,2.0,3.3,6.3,24.3,1.7,0.3
050160360022004,School,The Skokie School,Winnetka SD 36,LARGE,ELEMENTARY,352,86.4,,3.1,3.1,7.1,27.8,0.9,0.3
050160370022003,School,Avoca West Elem School,Avoca SD 37,MEDIUM,ELEMENTARY,447,55.9,0.9,9.2,25.7,7.8,14.1,14.3,6.3
050160380022001,School,The Joseph Sears School,Kenilworth SD 38,MEDIUM,ELEMENTARY,479,88.5,0.8,3.3,2.7,3.8,18.4,2.5,
050160390022002,School,Central Elem School,Wilmette SD 39,LARGE,ELEMENTARY,451,83.8,0.7,3.5,4.0,8.0,23.3,2.7,2.0
050160390022003,School,Harper Elem School,Wilmette SD 39,LARGE,ELEMENTARY,433,84.5,,4.6,5.8,5.1,19.4,1.6,1.8
050160390022005,School,McKenzie Elem School,Wilmette SD 39,LARGE,ELEMENTARY,429,78.1,0.7,6.1,7.5,7.5,16.3,4.2,3.0
050160390022006,School,Romona Elem School,Wilmette SD 39,LARGE,ELEMENTARY,543,60.6,0.6,8.3,22.7,7.7,25.8,14.7,4.1
050160390022007,School,Highcrest Middle School,Wilmette SD 39,LARGE,ELEMENTARY,811,75.3,0.6,6.0,10.2,7.6,24.4,1.5,3.2
050160540042002,School,Buzz Aldrin Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,526,43.5,6.5,24.3,22.6,2.3,16.3,20.9,22.1
050160540042003,School,Neil Armstrong Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,459,30.9,13.5,23.3,27.7,3.9,19.8,25.9,29.6
050160540042005,School,Campanelli Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,557,48.1,2.7,13.6,29.8,5.2,6.6,9.7,7.5
050160540042006,School,Winston Churchill Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,578,40.8,2.1,10.4,42.9,3.3,9.9,26.8,5.2
050160540042007,School,Michael Collins Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,776,58.4,2.4,10.6,25.3,3.0,10.4,14.0,7.9
050160540042008,School,Everett Dirksen Elementary Sch,Schaumburg CCSD 54,LARGE,ELEMENTARY,521,53.7,2.7,11.5,28.6,3.3,14.2,23.2,10.0
050160540042009,School,Thomas Dooley Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,483,40.6,1.4,8.9,31.1,17.6,9.7,24.8,4.6
050160540042010,School,Fairview Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,550,34.9,1.3,15.6,44.5,3.3,9.5,24.9,8.0
050160540042011,School,Anne Fox Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,374,30.5,12.8,33.2,17.4,5.9,18.4,24.9,35.6
050160540042013,School,Hanover Highlands Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,517,29.6,6.2,42.4,19.0,2.3,15.9,35.0,26.1
050160540042015,School,Nathan Hale Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,484,54.5,4.5,13.6,23.6,3.1,21.7,20.7,11.6
050160540042018,School,Lakeview Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,493,27.2,3.2,45.0,21.7,2.6,11.2,34.7,35.7
050160540042019,School,MacArthur International Spanish Academy,Schaumburg CCSD 54,LARGE,ELEMENTARY,436,28.9,2.5,57.8,8.3,2.5,13.5,27.5,25.0
050160540042022,School,John Muir Literacy Academy,Schaumburg CCSD 54,LARGE,ELEMENTARY,423,17.3,21.7,35.0,23.4,2.6,13.2,27.4,33.8
050160540042023,School,Adolph Link Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,628,43.6,3.0,19.4,30.4,3.2,6.2,19.3,8.0
050160540042026,School,Albert Einstein Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,525,30.3,12.8,35.4,17.7,3.8,20.4,26.7,27.4
050160540042027,School,Hoover Math and Science Academy,Schaumburg CCSD 54,LARGE,ELEMENTARY,702,38.3,3.1,15.5,39.6,3.4,8.8,19.2,12.0
050160540042028,School,Adlai Stevenson Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,497,42.3,8.2,35.2,11.3,2.8,13.3,29.8,29.0
050160540042029,School,Frederick Nerge Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,675,56.4,4.3,11.6,23.6,3.4,11.4,16.4,10.5
050160540042030,School,Enders-Salk Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,406,35.0,4.4,40.9,15.3,3.0,7.4,27.1,26.6
050160540042031,School,Elizabeth Blackwell Elem School,Schaumburg CCSD 54,LARGE,ELEMENTARY,491,41.5,8.8,26.1,20.8,2.6,14.5,25.3,22.0
050160540042032,School,Lincoln Prairie School,Schaumburg CCSD 54,LARGE,ELEMENTARY,410,56.6,3.7,10.2,22.0,7.6,9.3,4.9,5.4
050160570022002,School,Fairview Elem School,Mount Prospect SD 57,LARGE,ELEMENTARY,564,76.1,1.1,7.4,7.6,7.6,14.5,7.6,10.1
050160570022005,School,Lions Park Elem School,Mount Prospect SD 57,LARGE,ELEMENTARY,480,80.6,0.4,6.0,8.3,4.6,13.8,10.0,7.7
050160570022008,School,Westbrook Early Learning Cntr,Mount Prospect SD 57,LARGE,ELEMENTARY,513,82.8,1.2,2.5,6.8,6.4,20.1,12.7,0.4
050160590042001,School,Brentwood Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,481,34.7,6.9,31.0,25.4,1.5,15.4,45.9,50.7
050160590042002,School,Adm Richard E Byrd Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,364,28.8,0.8,64.8,3.8,0.3,17.0,53.6,66.8
050160590042003,School,Clearmont Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,410,81.2,1.0,13.2,2.9,1.7,15.6,44.4,41.2
050160590042006,School,Devonshire School,Comm Cons SD 59,LARGE,ELEMENTARY,412,44.7,3.4,28.2,17.0,2.9,15.0,44.7,54.6
050160590042008,School,Forest View Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,396,36.9,7.6,15.9,36.6,2.0,9.8,39.9,40.4
050160590042009,School,Robert Frost Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,323,39.3,5.9,42.7,10.5,0.9,15.5,57.0,64.1
050160590042014,School,John Jay Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,337,16.0,3.9,70.0,4.5,3.3,18.4,65.6,73.9
050160590042016,School,Juliette Low Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,368,29.6,2.2,56.8,6.5,3.3,22.6,58.4,65.2
050160590042018,School,Rupley Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,374,25.9,1.6,62.3,5.1,2.4,29.1,62.6,71.4
050160590042019,School,Salt Creek Elem School,Comm Cons SD 59,LARGE,ELEMENTARY,434,34.8,0.2,57.8,2.5,2.1,17.3,55.5,61.8
050160590042020,School,Ridge Family Center for Learning,Comm Cons SD 59,LARGE,ELEMENTARY,267,59.9,0.7,14.6,22.1,2.2,19.9,31.1,31.5
050160620042001,School,Iroquois Community School,CCSD 62,LARGE,ELEMENTARY,474,56.1,3.2,19.2,17.5,3.8,10.3,14.6,22.8
050160620042002,School,Central Elem School,CCSD 62,LARGE,ELEMENTARY,259,65.6,1.9,23.9,3.9,4.6,13.1,24.7,36.3
050160620042004,School,Cumberland Elem School,CCSD 62,LARGE,ELEMENTARY,294,50.7,1.7,27.2,16.7,3.1,22.4,42.5,37.4
050160620042005,School,Forest Elem School,CCSD 62,LARGE,ELEMENTARY,608,42.3,1.8,41.4,11.7,2.5,32.2,40.0,45.1
050160620042008,School,North Elementary School,CCSD 62,LARGE,ELEMENTARY,456,28.9,11.0,42.1,16.2,1.3,13.4,50.2,61.2
050160620042009,School,Orchard Place Elem School,CCSD 62,LARGE,ELEMENTARY,271,16.2,1.5,74.9,4.8,2.2,22.1,63.8,58.7
050160620042010,School,Plainfield Elem School,CCSD 62,LARGE,ELEMENTARY,304,15.1,1.6,67.8,11.8,3.3,13.8,58.6,58.6
050160620042011,School,South Elem School,CCSD 62,LARGE,ELEMENTARY,238,29.8,2.1,53.4,8.8,5.5,10.1,47.1,54.6
050160620042012,School,Terrace Elem School,CCSD 62,LARGE,ELEMENTARY,216,45.4,3.7,32.4,13.0,5.6,18.1,28.7,39.4
050160630022006,School,V H Nelson Elem School,East Maine SD 63,LARGE,ELEMENTARY,572,35.7,3.0,34.6,16.4,10.0,14.9,38.1,52.4
050160630022008,School,Stevenson School,East Maine SD 63,LARGE,ELEMENTARY,421,22.1,6.9,22.8,36.8,11.2,11.2,44.2,57.2
050160630022009,School,Mark Twain Elem School,East Maine SD 63,LARGE,ELEMENTARY,307,29.0,2.0,19.9,29.6,18.9,11.7,45.9,59.0
050160630022010,School,Washington Elem School,East Maine SD 63,LARGE,ELEMENTARY,305,46.6,3.9,14.8,20.7,13.8,25.2,45.6,45.6
050160630022011,School,Melzer School,East Maine SD 63,LARGE,ELEMENTARY,506,34.4,1.0,16.4,33.4,14.8,23.1,40.9,37.0
050160630022012,School,Apollo Elem School,East Maine SD 63,LARGE,ELEMENTARY,592,19.9,4.1,29.9,31.4,14.5,17.1,55.2,58.8
050160640042001,School,George B Carpenter Elem School,Park Ridge CCSD 64,LARGE,ELEMENTARY,461,83.9,1.1,7.4,4.3,2.8,16.1,7.2,1.7
050160640042004,School,Eugene Field Elem School,Park Ridge CCSD 64,LARGE,ELEMENTARY,650,82.0,0.9,8.3,5.1,2.9,16.9,17.2,5.1
050160640042005,School,Franklin Elementary School,Park Ridge CCSD 64,LARGE,ELEMENTARY,531,75.7,0.9,7.3,11.3,3.4,16.6,12.1,6.4
050160640042011,School,Theodore Roosevelt Elem School,Park Ridge CCSD 64,LARGE,ELEMENTARY,647,85.6,0.5,6.2,4.9,2.2,19.9,6.2,1.4
050160640042012,School,George Washington Elem School,Park Ridge CCSD 64,LARGE,ELEMENTARY,653,86.4,0.2,8.0,3.8,1.4,16.8,7.2,2.8
050160650042004,School,Dawes Elementary School,Evanston CCSD 65,LARGE,ELEMENTARY,369,22.0,30.4,35.2,4.6,7.6,18.4,32.5,58.8
050160650042005,School,Dewey Elem School,Evanston CCSD 65,LARGE,ELEMENTARY,483,44.3,12.6,28.2,5.2,9.7,13.7,20.1,28.8
050160650042009,School,Lincoln Elem School,Evanston CCSD 65,LARGE,ELEMENTARY,517,56.5,16.8,9.3,6.2,10.4,15.5,14.5,26.9
050160650042010,School,Lincolnwood Elem School,Evanston CCSD 65,LARGE,ELEMENTARY,389,56.6,24.2,8.7,2.6,8.0,12.1,2.3,28.3
050160650042014,School,Oakton Elem School,Evanston CCSD 65,LARGE,ELEMENTARY,375,22.9,37.9,31.7,0.5,6.7,20.5,26.7,66.9
050160650042015,School,Orrington Elem School,Evanston CCSD 65,LARGE,ELEMENTARY,378,63.0,12.2,4.0,9.3,11.6,16.9,12.4,16.1
050160650042019,School,Walker Elem School,Evanston CCSD 65,LARGE,ELEMENTARY,386,36.0,27.7,15.0,14.2,6.7,12.4,24.6,42.0
050160650042020,School,Washington Elem School,Evanston CCSD 65,LARGE,ELEMENTARY,536,42.9,11.9,35.1,1.1,9.0,14.7,24.1,41.2
050160650042021,School,Willard Elem School,Evanston CCSD 65,LARGE,ELEMENTARY,501,57.7,8.2,22.8,1.6,9.4,16.4,16.6,25.0
050160650042022,School,Dr ML King Jr Literary & Fine Arts Sch,Evanston CCSD 65,LARGE,ELEMENTARY,560,31.3,34.3,15.5,5.0,12.5,21.1,4.8,45.2
050160650042023,School,Kingsley Elementary School,Evanston CCSD 65,LARGE,ELEMENTARY,397,51.9,23.9,10.1,2.5,11.3,14.9,1.8,31.0
050160650042024,School,Dr Bessie Rhodes Sch Global Studies,Evanston CCSD 65,LARGE,ELEMENTARY,270,19.3,40.7,24.8,6.7,7.8,11.5,8.9,45.2
050160670022003,School,Hynes Elem School,Golf ESD 67,MEDIUM,ELEMENTARY,412,47.8,2.2,9.0,35.7,4.4,18.0,22.8,26.2
050160680022001,School,Devonshire Elem School,Skokie SD 68,LARGE,ELEMENTARY,317,39.4,10.7,13.9,31.5,4.4,19.6,27.8,53.9
050160680022004,School,Jane Stenson School,Skokie SD 68,LARGE,ELEMENTARY,339,35.7,9.4,20.1,30.1,4.4,13.9,31.6,45.4
050160680022005,School,Highland Elementary School,Skokie SD 68,LARGE,ELEMENTARY,402,35.6,5.7,15.7,38.6,4.0,11.9,35.1,51.5
050160690022001,School,Thomas Edison Elem School,Skokie SD 69,MEDIUM,ELEMENTARY,541,35.7,9.1,20.0,30.1,5.2,14.0,35.5,51.9
050160690022004,School,Madison Elem School,Skokie SD 69,MEDIUM,ELEMENTARY,674,35.8,10.2,15.4,32.9,5.3,16.2,45.3,52.4
050160700022003,School,Park View Elem School,Morton Grove SD 70,MEDIUM,ELEMENTARY,938,46.1,1.9,15.6,30.4,5.8,16.1,17.7,28.4
050160710022001,School,Clarence E Culver School,Niles ESD 71,MEDIUM,ELEMENTARY,600,58.0,1.5,19.8,18.7,1.8,11.8,13.3,47.7
050160720022002,School,Fairview South Elementary School,Fairview SD 72,MEDIUM,ELEMENTARY,711,48.8,2.0,13.2,31.5,3.8,15.3,8.7,25.9
050160730022001,School,East Prairie Elem School,East Prairie SD 73,MEDIUM,ELEMENTARY,505,39.0,4.8,15.6,33.3,6.7,16.4,19.4,27.7
050160735022002,School,John Middleton Elem School,Skokie SD 73-5,MEDIUM,ELEMENTARY,537,37.6,8.6,10.1,34.6,8.8,17.7,23.6,33.5
050160735022003,School,Elizabeth Meyer School,Skokie SD 73-5,MEDIUM,ELEMENTARY,216,41.2,4.6,18.1,24.5,10.2,24.1,25.9,24.5
050160740022003,School,Rutledge Hall Elem School,Lincolnwood SD 74,MEDIUM,ELEMENTARY,381,48.6,2.4,6.6,36.5,5.0,19.7,22.6,19.7
050160740022004,School,Todd Hall Elem School,Lincolnwood SD 74,MEDIUM,ELEMENTARY,427,47.3,3.5,2.3,40.0,6.1,17.1,29.0,10.3
060160780022001,School,Rosemont Elem School,Rosemont ESD 78,SMALL,ELEMENTARY,211,60.2,0.9,35.5,3.3,,14.7,13.7,25.6
060160790022001,School,Pennoyer Elem School,Pennoyer SD 79,MEDIUM,ELEMENTARY,442,75.1,0.5,13.1,8.4,2.7,9.7,24.0,35.1
060160800022002,School,J Leigh Elem School,Norridge SD 80,MEDIUM,ELEMENTARY,609,74.2,0.3,17.1,6.9,1.0,14.4,24.1,31.2
060160810022001,School,John F Kennedy Elem School,Schiller Park SD 81,MEDIUM,ELEMENTARY,677,48.3,0.7,40.8,7.1,2.2,13.7,31.5,57.8
060160810022003,School,Washington Elem School,Schiller Park SD 81,MEDIUM,ELEMENTARY,306,49.3,1.6,39.2,4.9,1.3,16.7,31.0,69.3
060160830022002,School,Scott Elementary School,Mannheim SD 83,LARGE,ELEMENTARY,424,11.3,2.6,82.5,1.7,0.7,15.6,53.1,65.3
060160830022004,School,Roy Elem School,Mannheim SD 83,LARGE,ELEMENTARY,594,13.6,1.9,79.6,2.5,2.2,13.3,39.1,58.9
060160830022005,School,Westdale Elem School,Mannheim SD 83,LARGE,ELEMENTARY,505,7.7,0.6,89.3,0.8,1.2,14.3,56.8,64.6
060160840022003,School,North Elem School,Franklin Park SD 84,MEDIUM,ELEMENTARY,239,38.5,1.3,54.8,5.0,0.4,13.4,31.4,46.0
060160840022004,School,Dan H Pietrini Elem School,Franklin Park SD 84,MEDIUM,ELEMENTARY,279,18.6,0.7,76.3,3.6,0.7,22.6,48.0,64.5
060160840022005,School,Passow Elementary School,Franklin Park SD 84,MEDIUM,ELEMENTARY,426,31.0,1.2,65.5,1.9,0.2,14.8,21.6,59.6
060160845022001,School,Rhodes Elem School,Rhodes SD 84-5,MEDIUM,ELEMENTARY,637,16.3,6.8,75.7,1.1,0.2,13.3,43.0,76.0
060160855022001,School,River Grove Elem School,River Grove SD 85-5,MEDIUM,ELEMENTARY,746,44.4,1.3,50.4,1.6,2.0,12.2,22.8,68.6
060160860022001,School,Union Ridge Elem School,Union Ridge SD 86,MEDIUM,ELEMENTARY,662,68.4,0.5,23.1,6.3,1.1,14.7,36.4,37.2
060160870022003,School,Jefferson Primary School,Berkeley SD 87,LARGE,ELEMENTARY,365,3.6,40.0,52.1,2.5,1.9,17.8,29.3,78.9
060160870022007,School,J W Riley Intermediate School,Berkeley SD 87,LARGE,ELEMENTARY,414,6.3,1.4,90.3,1.0,0.7,15.5,60.1,88.9
060160870022008,School,Sunnyside Intermediate School,Berkeley SD 87,LARGE,ELEMENTARY,435,2.3,41.8,50.8,2.8,1.8,14.0,32.0,83.0
060160870022010,School,Whittier Primary School,Berkeley SD 87,LARGE,ELEMENTARY,400,6.3,2.0,89.3,0.5,1.3,20.8,54.0,83.8
060160880022001,School,Grant Elem School,Bellwood SD 88,LARGE,ELEMENTARY,397,1.0,3.0,94.2,0.8,1.0,7.6,68.3,99.5
060160880022003,School,Lincoln Elementary School,Bellwood SD 88,LARGE,ELEMENTARY,359,0.3,74.1,24.5,,0.8,11.4,15.0,98.6
060160880022005,School,McKinley Elem School,Bellwood SD 88,LARGE,ELEMENTARY,372,0.3,65.3,34.1,0.3,,14.0,21.0,99.2
060160880022006,School,Thurgood Marshall Elem School,Bellwood SD 88,LARGE,ELEMENTARY,270,,64.1,35.9,,,18.1,23.3,100.0
060160880022009,School,Grant Primary,Bellwood SD 88,LARGE,ELEMENTARY,76,5.3,2.6,89.5,1.3,1.3,10.5,72.4,100.0
060160890022001,School,Jane Addams Elem School,Maywood-Melrose Park-Broadview 89,LARGE,ELEMENTARY,434,5.1,6.5,71.0,1.2,16.1,9.9,41.7,27.4
060160890022002,School,Emerson Elem School,Maywood-Melrose Park-Broadview 89,LARGE,ELEMENTARY,407,1.2,63.1,28.5,,7.1,12.3,18.2,28.7
060160890022003,School,Garfield Elem School,Maywood-Melrose Park-Broadview 89,LARGE,ELEMENTARY,454,0.2,63.4,30.2,,6.2,14.3,19.6,28.0
060160890022006,School,Lincoln Elem School,Maywood-Melrose Park-Broadview 89,LARGE,ELEMENTARY,602,1.8,11.3,74.9,0.3,11.5,14.6,50.7,29.4
060160890022007,School,Melrose Park Elem School,Maywood-Melrose Park-Broadview 89,LARGE,ELEMENTARY,735,0.7,1.9,86.0,0.4,10.9,7.9,55.6,30.9
060160890022008,School,Roosevelt Elem School,Maywood-Melrose Park-Broadview 89,LARGE,ELEMENTARY,341,0.6,80.4,13.5,,5.6,12.6,8.5,27.6
060160890022012,School,Washington Dual Language Academy,Maywood-Melrose Park-Broadview 89,LARGE,ELEMENTARY,308,1.0,34.1,51.6,0.3,12.7,7.5,36.4,28.6
060160900022001,School,Lincoln Elem School,River Forest SD 90,MEDIUM,ELEMENTARY,411,70.1,4.9,11.4,7.3,6.1,14.1,2.2,3.6
060160900022005,School,Willard Elem School,River Forest SD 90,MEDIUM,ELEMENTARY,390,68.5,6.9,12.3,8.5,3.8,20.8,4.1,4.1
060160910022001,School,Betsy Ross Elem School,Forest Park SD 91,MEDIUM,ELEMENTARY,137,32.8,32.1,17.5,6.6,10.9,27.7,12.4,39.4
060160910022003,School,Field Stevenson Elem School,Forest Park SD 91,MEDIUM,ELEMENTARY,144,23.6,38.2,16.0,2.1,19.4,24.3,13.2,60.4
060160910022004,School,Garfield Elem School,Forest Park SD 91,MEDIUM,ELEMENTARY,193,34.2,40.4,11.9,6.2,7.3,22.8,3.1,24.9
060160910022005,School,Grant-White Elem School,Forest Park SD 91,MEDIUM,ELEMENTARY,97,23.7,66.0,8.2,,2.1,10.3,3.1,58.8
060160920022001,School,Lindop Elem School,Lindop SD 92,MEDIUM,ELEMENTARY,438,1.6,79.7,15.8,,3.0,17.1,7.8,45.7
060160925022002,School,Westchester Intermediate School,Westchester SD 92-5,MEDIUM,ELEMENTARY,368,28.3,25.5,39.1,2.7,3.5,18.5,14.9,38.6
060160925022003,School,Westchester Primary School,Westchester SD 92-5,MEDIUM,ELEMENTARY,387,35.9,19.1,34.9,2.3,7.0,26.1,13.7,35.9
060160930022001,School,Hillside Elem School,Hillside SD 93,MEDIUM,ELEMENTARY,410,2.4,42.4,50.0,1.7,2.7,19.3,25.1,62.7
060160940022001,School,Komarek Elem School,Komarek SD 94,MEDIUM,ELEMENTARY,520,34.6,13.5,46.9,4.2,0.8,21.0,11.5,40.4
060160950022002,School,Brook Park Elem School,Brookfield Lagrange Park SD 95,MEDIUM,ELEMENTARY,794,62.6,1.3,30.4,0.5,5.0,12.7,3.9,17.5
060160960022001,School,A F Ames Elem School,Riverside SD 96,MEDIUM,ELEMENTARY,360,41.4,3.1,40.0,2.5,12.8,18.6,7.2,21.1
060160960022002,School,Blythe Park Elem School,Riverside SD 96,MEDIUM,ELEMENTARY,194,44.8,2.1,29.4,2.1,21.6,29.9,4.6,13.9
060160960022003,School,Central Elem School,Riverside SD 96,MEDIUM,ELEMENTARY,397,55.7,2.5,28.0,1.8,11.8,21.2,5.8,24.4
060160960022005,School,Hollywood Elem School,Riverside SD 96,MEDIUM,ELEMENTARY,157,71.3,0.6,17.2,1.3,9.6,20.4,6.4,12.7
060160970022001,School,William Beye Elem School,Oak Park ESD 97,LARGE,ELEMENTARY,367,52.3,17.4,12.0,2.7,15.5,19.3,3.5,19.1
060160970022003,School,William Hatch Elem School,Oak Park ESD 97,LARGE,ELEMENTARY,379,50.7,22.4,11.9,2.1,12.9,12.9,0.8,13.7
060160970022005,School,Oliver W Holmes Elem School,Oak Park ESD 97,LARGE,ELEMENTARY,571,48.3,16.1,11.4,9.3,14.5,12.4,5.8,19.4
060160970022006,School,Irving Elem School,Oak Park ESD 97,LARGE,ELEMENTARY,483,53.0,15.7,16.1,3.3,11.8,18.2,2.7,17.6
060160970022007,School,Abraham Lincoln Elem School,Oak Park ESD 97,LARGE,ELEMENTARY,685,57.7,13.9,15.6,2.5,10.4,15.8,4.1,17.2
060160970022008,School,Longfellow Elem School,Oak Park ESD 97,LARGE,ELEMENTARY,703,52.2,16.8,14.4,2.7,13.9,21.3,2.4,19.1
060160970022009,School,Horace Mann Elem School,Oak Park ESD 97,LARGE,ELEMENTARY,490,65.3,6.9,7.8,4.5,15.3,17.1,2.4,5.7
060160970022010,School,Whittier Elem School,Oak Park ESD 97,LARGE,ELEMENTARY,448,51.3,19.4,12.1,2.9,14.3,27.2,2.9,20.3
060160980022001,School,Prairie Oak School,Berwyn North SD 98,LARGE,ELEMENTARY,783,5.5,12.8,79.1,0.9,1.5,18.8,41.6,88.6
060160980022002,School,Karel Havlicek Elem School,Berwyn North SD 98,LARGE,ELEMENTARY,529,3.0,8.3,87.0,0.6,0.9,21.6,38.6,91.9
060160980022003,School,Jefferson Elem School,Berwyn North SD 98,LARGE,ELEMENTARY,580,5.7,13.8,77.4,1.9,1.2,18.3,34.3,82.8
060160990022001,School,Daniel Burnham Elem School,Cicero SD 99,LARGE,ELEMENTARY,867,0.6,1.7,97.5,0.1,0.1,7.6,57.4,97.1
060160990022002,School,Cicero East Elem School,Cicero SD 99,LARGE,ELEMENTARY,753,0.8,3.5,95.6,,,12.4,56.6,98.7
060160990022003,School,Columbus  East Elem School,Cicero SD 99,LARGE,ELEMENTARY,346,1.4,2.3,95.7,,0.3,16.5,52.0,96.5
060160990022004,School,Drexel Elem School,Cicero SD 99,LARGE,ELEMENTARY,515,1.7,0.4,97.9,,,12.2,65.6,94.6
060160990022005,School,Goodwin Elementary School,Cicero SD 99,LARGE,ELEMENTARY,651,1.8,1.8,96.3,,,20.0,63.1,94.8
060160990022006,School,Abe Lincoln Elem School,Cicero SD 99,LARGE,ELEMENTARY,887,1.2,0.1,98.3,0.2,0.1,17.8,50.5,93.5
060160990022007,School,McKinley Elem School,Cicero SD 99,LARGE,ELEMENTARY,164,0.6,4.3,95.1,,,13.4,64.0,84.8
060160990022008,School,T Roosevelt Elem School,Cicero SD 99,LARGE,ELEMENTARY,629,0.3,2.4,96.8,,0.2,10.8,66.3,99.0
060160990022010,School,Woodrow Wilson Elem School,Cicero SD 99,LARGE,ELEMENTARY,727,1.5,1.0,96.6,0.1,0.1,14.7,59.4,93.0
060160990022011,School,Woodbine Elem School,Cicero SD 99,LARGE,ELEMENTARY,223,0.9,0.9,97.8,,0.4,9.0,68.2,98.7
060160990022012,School,Warren Park School,Cicero SD 99,LARGE,ELEMENTARY,690,0.6,3.8,94.9,0.4,0.1,12.8,64.1,92.9
060160990022013,School,Liberty Elem School,Cicero SD 99,LARGE,ELEMENTARY,531,0.9,1.3,97.7,,,15.3,82.1,93.4
060160990022014,School,Cicero West Elementary School,Cicero SD 99,LARGE,ELEMENTARY,918,1.0,1.7,97.2,,0.1,15.4,66.1,93.0
060160990022015,School,Columbus West Elementary School,Cicero SD 99,LARGE,ELEMENTARY,657,1.1,0.8,98.2,,,28.2,66.4,93.5
060161000022001,School,Emerson Elem School,Berwyn South SD 100,LARGE,ELEMENTARY,361,13.9,5.3,75.6,2.5,2.2,13.0,37.4,75.3
060161000022003,School,Irving Elem School,Berwyn South SD 100,LARGE,ELEMENTARY,457,13.3,5.5,78.1,1.3,1.8,21.7,24.5,79.4
060161000022004,School,Komensky Elem School,Berwyn South SD 100,LARGE,ELEMENTARY,388,6.4,2.3,88.7,1.0,1.5,20.4,41.8,91.8
060161000022006,School,Pershing Elem School,Berwyn South SD 100,LARGE,ELEMENTARY,480,6.7,1.5,88.3,1.9,1.5,16.5,40.6,81.5
060161000022007,School,Piper School,Berwyn South SD 100,LARGE,ELEMENTARY,292,11.3,2.1,83.9,0.3,1.7,16.1,28.1,76.4
060161000022008,School,Hiawatha Elem School,Berwyn South SD 100,LARGE,ELEMENTARY,410,6.3,4.1,86.6,0.5,2.4,16.6,35.4,86.3
060161010022001,School,Field Park Elem School,Western Springs SD 101,MEDIUM,ELEMENTARY,267,92.1,0.4,1.9,1.5,4.1,7.5,,
060161010022002,School,Forest Hills Elem School,Western Springs SD 101,MEDIUM,ELEMENTARY,270,90.7,0.7,3.0,1.5,4.1,12.6,,0.7
060161010022005,School,John Laidlaw Elem School,Western Springs SD 101,MEDIUM,ELEMENTARY,407,92.1,0.7,2.7,1.2,3.2,7.9,,
060161020022001,School,Congress Park Elem School,La Grange SD 102,LARGE,ELEMENTARY,409,40.3,10.0,41.6,2.0,6.1,20.3,13.9,37.9
060161020022002,School,Cossitt Ave Elem School,La Grange SD 102,LARGE,ELEMENTARY,520,80.6,4.0,9.6,1.7,4.0,19.4,3.7,6.3
060161020022003,School,Forest Road Elem School,La Grange SD 102,LARGE,ELEMENTARY,539,65.3,8.2,18.9,4.8,2.8,20.2,6.7,22.4
060161020022007,School,Ogden Ave Elem School,La Grange SD 102,LARGE,ELEMENTARY,584,86.1,0.7,8.4,1.2,3.4,17.1,1.2,3.4
