RCDTS,Type,School_Name,District,District_Size,School_Type,NR_Student_Enrollment,PERC_Student_Enrollment___White,PERC_Student_Enrollment___Black_or_African_American,PERC_Student_Enrollment___Hispanic_or_Latino,PERC_Student_Enrollment___Asian,PERC_Student_Enrollment___Two_or_More_Races,PERC_Student_Enrollment___Children_with_Disabilities,PERC_Student_Enrollment___EL,PERC_Student_Enrollment___Low_Income
170640050260000,District,,McLean County USD 5,LARGE,,13135,64.7,12.6,7.7,8.8,5.9,20.3,5.2,32.6
060160920020000,District,,Lindop SD 92,MEDIUM,,457,1.5,80.1,15.3,,3.1,20.1,7.7,45.3
300910810160000,District,,Anna Jonesboro CHSD 81,SMALL,,533,89.9,1.5,5.1,0.6,2.6,17.1,0.2,41.3
530900510020000,District,,Central SD 51,MEDIUM,,1396,90.4,0.9,4.0,1.4,3.2,12.7,1.2,10.2
130410030040000,District,,Field CCSD 3,MEDIUM,,243,97.1,1.2,,,1.6,17.3,,44.4
090100040260000,District,,Champaign CUSD 4,LARGE,,10157,35.3,35.5,12.2,8.7,8.1,18.2,11.6,54.8
130580100040000,District,,Selmaville CCSD 10,SMALL,,281,92.5,1.8,2.8,0.7,2.1,17.4,1.1,43.8
030680020260000,District,,Panhandle CUSD 2,MEDIUM,,486,96.9,0.2,1.6,,1.2,23.5,0.2,44.9
11087005A260000,District,,Stewardson-Strasburg CUD 5A,SMALL,,377,98.4,,0.5,,1.1,18.3,0.3,32.9
24032060C040000,District,,Saratoga CCSD 60C,MEDIUM,,794,73.9,3.7,13.2,1.3,7.2,20.8,5.5,27.7
300732040040000,District,,CCSD 204,SMALL,,147,94.6,,,0.7,4.8,18.4,,40.1
070161530020000,District,,Homewood SD 153,LARGE,,1999,27.8,50.9,14.1,0.4,6.8,16.6,3.8,31.3
320380030260000,District,,Donovan CUSD 3,SMALL,,290,84.8,2.8,7.9,0.7,3.4,22.4,1.0,59.3
060161020020000,District,,La Grange SD 102,LARGE,,3079,70.4,5.4,18.2,2.1,3.8,20.5,5.3,16.3
050160290020000,District,,Sunset Ridge SD 29,MEDIUM,,477,85.3,,2.9,8.0,3.6,17.2,3.8,1.0
530903090160000,District,,East Peoria CHSD 309,MEDIUM,,988,84.9,2.7,6.0,1.0,4.8,20.1,0.3,49.1
130410050040000,District,,Opdyke-Belle-Rive CCSD 5,SMALL,,140,94.3,,1.4,1.4,1.4,21.4,,61.4
210281150040000,District,,Ewing Northern CCSD 115,SMALL,,207,96.6,,1.4,,1.0,17.4,,50.2
440631560160000,District,,McHenry CHSD 156,MEDIUM,,2184,73.5,0.9,22.6,1.7,1.1,15.0,4.2,32.7
350500950040000,District,,Grand Ridge CCSD 95,SMALL,,192,92.7,2.1,4.2,1.0,,16.1,,25.5
510840150260000,District,,Williamsville CUSD 15,MEDIUM,,1517,93.8,0.9,0.7,0.7,3.8,15.2,0.2,7.6
350502800170000,District,,Mendota Twp HSD 280,SMALL,,563,56.8,0.9,38.2,0.2,3.9,16.9,10.7,48.1
470521700220000,District,,Dixon USD 170,LARGE,,2733,82.1,2.2,5.8,1.0,8.9,19.5,1.9,50.1
010750030260000,District,,Pleasant Hill CUSD 3,SMALL,,316,98.4,0.9,0.3,,0.3,24.7,,58.2
090270100260000,District,,Paxton-Buckley-Loda CUD 10,MEDIUM,,1357,90.3,1.5,5.2,0.5,2.0,17.2,1.7,48.4
330482050260000,District,,Galesburg CUSD 205,LARGE,,4287,59.6,15.4,12.5,0.6,11.8,20.5,5.6,59.0
041013220260000,District,,Durand CUSD 322,MEDIUM,,581,91.9,0.3,2.2,0.3,4.5,15.1,,28.6
280372300260000,District,,Wethersfield CUSD 230,MEDIUM,,568,75.0,2.6,14.6,1.8,6.0,13.9,1.1,43.7
560990910020000,District,,Lockport SD 91,MEDIUM,,587,78.4,1.2,10.7,0.7,8.9,19.8,2.9,34.1
560990860050000,District,,Joliet PSD 86,LARGE,,11226,10.0,22.9,62.5,0.3,4.2,16.4,25.9,94.5
130140600020000,District,,Germantown SD 60,SMALL,,257,96.1,,3.1,,0.8,16.3,1.6,21.4
350504250260000,District,,Lostant CUSD 425,SMALL,,64,93.8,3.1,,,3.1,18.8,,50.0
190220630020000,District,,Cass SD 63,MEDIUM,,785,67.1,4.8,9.7,14.9,3.3,12.2,11.7,17.6
170640020260000,District,,LeRoy CUSD 2,MEDIUM,,767,94.9,0.9,1.8,0.1,2.2,12.8,,25.6
540921180240000,District,,Danville CCSD 118,LARGE,,5505,35.7,43.9,9.3,0.8,9.9,25.6,3.3,73.1
530906060040000,District,,Spring Lake CCSD 606,SMALL,,69,100.0,,,,,21.7,,33.3
280372270260000,District,,Cambridge CUSD 227,SMALL,,482,94.4,1.5,1.9,0.2,1.7,15.1,,42.5
041012070160000,District,,Hononegah CHD 207,MEDIUM,,2020,84.7,1.9,7.4,2.5,3.3,15.0,0.6,19.4
530900500020000,District,,District 50 Schools,MEDIUM,,714,85.9,1.8,5.9,,6.0,23.1,,59.1
130140120040000,District,,Breese ESD 12,MEDIUM,,617,88.5,0.2,9.4,,1.9,18.3,5.7,34.0
190220070020000,District,,Wood Dale SD 7,MEDIUM,,1082,39.2,2.5,50.6,4.9,2.4,15.0,38.0,58.5
130580070040000,District,,Iuka CCSD 7,SMALL,,215,96.3,,0.9,0.5,1.9,20.0,,47.4
030110010260000,District,,Morrisonville CUSD 1,SMALL,,316,96.2,,2.2,,1.6,21.8,,37.3
340499010250000,District,,LEARN Charter 9 Campus in Waukegan,SMALL,,404,3.2,15.1,79.5,,2.2,6.2,60.4,90.3
530900850020000,District,,Robein SD 85,SMALL,,161,88.2,2.5,5.6,1.2,2.5,26.7,0.6,39.1
070161220020000,District,,Ridgeland SD 122,LARGE,,2471,63.9,4.5,27.8,2.4,1.2,19.1,32.9,62.9
050160300020000,District,,Northbrook/Glenview SD 30,MEDIUM,,1219,56.8,0.7,2.7,38.5,1.2,18.4,9.3,1.3
450791320260000,District,,Red Bud CUSD 132,MEDIUM,,1048,94.3,0.3,2.1,0.4,2.9,17.7,0.7,41.3
540920040260000,District,,Georgetown-Ridge Farm CUD 4,MEDIUM,,967,89.2,2.2,1.7,,6.8,24.0,0.5,61.4
470712120170000,District,,Rochelle Twp HSD 212,MEDIUM,,910,60.4,2.9,34.2,0.3,2.1,17.0,9.1,24.6
210441330170000,District,,Vienna HSD 133,SMALL,,386,94.3,0.5,2.1,1.3,1.8,16.3,0.5,49.2
300391860260000,District,,Murphysboro CUSD 186,LARGE,,2032,68.3,16.3,6.4,0.3,8.6,23.3,2.3,93.9
070161430020000,District,,Midlothian SD 143,LARGE,,1803,29.1,25.1,39.3,0.8,3.2,20.9,17.6,60.2
500822010170000,District,,Belleville Twp HSD 201,LARGE,,4735,48.7,39.9,4.4,0.8,5.9,19.7,0.3,45.7
190220600020000,District,,Maercker SD 60,MEDIUM,,1424,45.6,7.2,18.2,23.9,4.2,14.0,21.1,35.4
340491120020000,District,,North Shore SD 112,LARGE,,3904,64.0,2.0,27.2,3.3,3.2,22.9,18.2,25.1
130410010260000,District,,Waltonville CUSD 1,SMALL,,387,97.4,1.6,,0.3,,18.3,,44.4
240320730170000,District,,Gardner S Wilmington Twp HSD 73,SMALL,,217,94.9,0.9,3.7,0.5,,15.2,,20.3
110230060260000,District,,Edgar County CUD 6,SMALL,,325,96.0,0.6,0.9,0.6,1.8,27.7,,43.1
030110080260000,District,,Pana CUSD 8,MEDIUM,,1306,96.6,0.5,1.0,0.2,1.5,17.7,0.3,64.2
260343160260000,District,,Warsaw CUSD 316,SMALL,,401,94.0,,1.0,1.2,3.2,12.7,,27.9
110703000260000,District,,Sullivan CUSD 300,MEDIUM,,1173,93.4,0.9,2.3,0.6,2.7,14.7,,43.8
050160690020000,District,,Skokie SD 69,MEDIUM,,1749,36.8,10.0,18.0,30.0,5.1,15.2,32.3,51.1
300910430040000,District,,County of Union Sch Dist No43,MEDIUM,,371,93.3,1.1,4.9,0.5,0.3,24.5,0.5,53.9
060164010260000,District,,Elmwood Park CUSD 401,LARGE,,2824,40.0,2.1,53.8,2.2,1.5,18.9,19.2,48.2
160194240260000,District,,Genoa Kingston CUSD 424,MEDIUM,,1651,77.0,2.0,19.3,1.0,0.8,11.8,7.7,35.9
010010040260000,District,,CUSD 4,MEDIUM,,694,96.0,0.6,2.4,0.1,0.9,20.0,1.3,38.9
170534380040000,District,,Saunemin CCSD 438,SMALL,,115,92.2,,7.8,,,25.2,,53.0
060160890020000,District,,Maywood-Melrose Park-Broadview 89,LARGE,,4839,1.5,31.0,58.0,0.3,9.2,12.1,31.1,42.8
390550010260000,District,,Argenta-Oreana CUSD 1,MEDIUM,,988,84.8,2.9,3.8,1.5,6.0,13.4,1.0,47.6
490812000260000,District,,Sherrard CUSD 200,MEDIUM,,1405,90.5,0.8,4.9,0.5,3.2,15.4,0.2,28.4
340490600260000,District,,Waukegan CUSD 60,LARGE,,15872,3.7,14.0,78.2,1.2,1.9,16.1,35.3,64.5
320380060260000,District,,Cissna Park CUSD 6,SMALL,,278,93.9,1.4,4.7,,,16.2,,23.0
400310010260000,District,,Carrollton CUSD 1,MEDIUM,,550,93.8,,2.9,0.2,2.7,21.3,,60.2
050160150040000,District,,Palatine CCSD 15,LARGE,,12377,38.7,3.6,35.3,18.8,3.2,12.2,26.8,38.1
350501410020000,District,,Ottawa ESD 141,LARGE,,1986,74.4,3.5,16.1,0.7,5.0,20.8,5.7,56.4
050160740020000,District,,Lincolnwood SD 74,MEDIUM,,1261,49.9,3.0,5.6,36.6,4.1,18.3,18.2,15.5
350500790040000,District,,Tonica CCSD 79,SMALL,,154,90.9,,8.4,,0.6,18.2,5.2,29.9
540920070260000,District,,Rossville-Alvin CUSD 7,SMALL,,302,92.1,,5.6,0.3,1.7,19.9,,57.3
110150020260000,District,,Mattoon CUSD 2,LARGE,,3331,86.1,4.3,3.9,0.5,5.0,17.5,0.2,56.3
440632000260000,District,,Woodstock CUSD 200,LARGE,,6283,57.3,3.1,34.3,1.8,3.3,19.2,16.0,41.5
24032002C020000,District,,Mazon-Verona-Kinsman ESD 2C,MEDIUM,,315,94.0,0.3,5.7,,,22.5,1.3,37.5
56099030C040000,District,,Troy CCSD 30C,LARGE,,4291,49.1,13.1,30.7,2.4,4.6,14.7,8.9,37.2
070161500020000,District,,South Holland SD 150,MEDIUM,,982,0.6,91.2,6.6,,1.5,13.6,1.3,71.7
350500650040000,District,,Allen-Otter Creek CCSD 65,SMALL,,70,94.3,1.4,2.9,1.4,,15.7,,32.9
350590050260000,District,,Henry-Senachwine CUSD 5,MEDIUM,,545,97.6,0.2,1.1,0.4,0.7,22.0,,48.6
340490370020000,District,,Gavin SD 37,MEDIUM,,839,63.8,6.2,25.6,0.4,2.6,26.1,10.0,63.1
260343370260000,District,,Southeastern CUSD 337,SMALL,,495,94.5,0.6,1.4,,3.2,21.0,0.2,65.1
160194260260000,District,,Hiawatha CUSD 426,MEDIUM,,494,82.2,0.4,13.2,,4.3,21.7,1.6,42.1
480723270260000,District,,Illini Bluffs CUSD 327,MEDIUM,,931,93.1,1.0,2.7,,2.7,15.3,,27.5
500821810020000,District,,Signal Hill SD 181,MEDIUM,,352,43.2,43.2,2.0,0.6,10.5,26.1,,56.0
531021400260000,District,,Eureka CUD 140,MEDIUM,,1564,94.1,0.7,2.4,0.5,2.4,13.4,0.3,22.6
110230030260000,District,,Kansas CUSD 3,SMALL,,201,97.0,2.0,0.5,0.5,,18.4,,50.7
340490010020000,District,,Winthrop Harbor SD 1,MEDIUM,,552,60.0,6.0,25.5,2.0,6.5,16.3,2.7,37.3
130140620020000,District,,Damiansville SD 62,SMALL,,103,83.5,,13.6,,2.9,8.7,1.0,31.1
160194250260000,District,,Indian Creek CUSD 425,MEDIUM,,693,89.3,1.4,6.5,0.4,2.3,17.2,2.0,25.1
260290970260000,District,,Lewistown CUSD 97,MEDIUM,,651,97.4,,0.9,,1.7,19.0,0.3,52.1
531020010040000,District,,Metamora CCSD 1,MEDIUM,,894,93.1,0.3,2.9,0.4,3.0,13.3,,18.0
090270050260000,District,,Gibson City-Melvin-Sibley CUSD 5,MEDIUM,,1008,91.0,0.2,3.4,0.9,4.6,16.7,1.5,38.0
110870210260000,District,,Central A & M CUD 21,MEDIUM,,713,95.1,1.7,,0.1,3.1,19.6,,37.9
350502300040000,District,,Rutland CCSD 230,SMALL,,72,86.1,,5.6,1.4,6.9,18.1,,33.3
340490380020000,District,,Big Hollow SD 38,LARGE,,1753,61.6,5.0,24.1,4.8,3.9,14.8,9.5,29.0
010011720220000,District,,Quincy SD 172,LARGE,,6568,78.0,8.4,3.6,0.9,8.8,21.7,0.3,59.0
070161620020000,District,,Matteson ESD 162,LARGE,,2654,1.8,91.3,4.6,0.7,1.4,20.0,1.1,80.2
280060840040000,District,,Malden CCSD 84,SMALL,,90,92.2,2.2,5.6,,,22.2,,44.4
070162060170000,District,,Bloom Twp HSD 206,MEDIUM,,2995,7.4,47.1,38.6,0.2,6.4,22.5,15.7,82.9
130410060040000,District,,Grand Prairie CCSD 6,SMALL,,77,90.9,6.5,2.6,,,27.3,,98.7
170530050260000,District,,Woodland CUSD 5,MEDIUM,,536,92.9,0.9,4.9,,1.3,21.1,0.6,42.2
130950990160000,District,,Nashville CHSD 99,SMALL,,436,92.2,3.4,1.4,,2.8,16.5,,32.6
11087003A260000,District,,Cowden-Herrick CUSD 3A,SMALL,,398,97.7,,1.0,0.3,0.8,12.8,0.3,65.6
190220250020000,District,,Benjamin SD 25,MEDIUM,,607,67.1,2.0,18.0,8.9,4.1,18.1,9.7,7.1
200830010260000,District,,Galatia CUSD 1,SMALL,,434,96.1,0.2,0.5,,2.8,23.3,,50.5
400560070260000,District,,Gillespie CUSD 7,MEDIUM,,1255,94.0,0.1,1.3,0.2,3.5,22.3,0.1,76.9
470711610040000,District,,Creston CCSD 161,SMALL,,88,72.7,4.5,19.3,,3.4,15.9,,40.9
470980130020000,District,,Rock Falls ESD 13,MEDIUM,,1040,61.0,3.3,28.4,0.6,6.3,20.3,6.3,71.0
170640870250000,District,,Bloomington SD 87,LARGE,,5423,47.2,23.9,14.3,3.7,10.5,20.1,7.1,58.2
190220100020000,District,,Itasca SD 10,MEDIUM,,1031,71.0,0.6,17.1,9.3,1.9,16.0,10.0,6.4
260290030260000,District,,CUSD 3 Fulton County,SMALL,,423,97.2,0.7,0.2,0.2,1.2,20.6,,48.9
050160570020000,District,,Mount Prospect SD 57,LARGE,,2332,78.6,0.9,6.7,7.7,6.0,18.1,7.4,7.3
130950150040000,District,,Ashley CCSD 15,SMALL,,157,96.2,,1.3,,2.5,18.5,,54.1
190220870170000,District,,Glenbard Twp HSD 87,LARGE,,8133,49.8,7.6,23.3,16.1,2.9,18.6,6.0,31.8
060162000130000,District,,Oak Park - River Forest SD 200,MEDIUM,,3463,55.3,20.0,11.9,3.5,9.1,18.0,0.5,19.3
350501700040000,District,,Seneca CCSD 170,MEDIUM,,524,86.3,0.8,9.2,0.2,3.4,20.4,,32.8
530907090260000,District,,Morton CUSD 709,LARGE,,3087,90.5,1.9,2.8,1.7,2.9,18.4,0.7,14.9
480723160040000,District,,Limestone Walters CCSD 316,SMALL,,192,92.2,0.5,2.6,,3.6,11.5,0.5,21.4
340490460040000,District,,Grayslake CCSD 46,LARGE,,3744,54.1,4.6,29.8,6.3,4.9,23.4,16.1,27.3
56099033C040000,District,,Homer CCSD 33C,LARGE,,3813,86.0,1.0,9.0,1.5,2.0,17.3,7.4,8.7
240320750020000,District,,Braceville SD 75,SMALL,,102,90.2,,8.8,,1.0,23.5,,54.9
490810360020000,District,,Carbon Cliff-Barstow SD 36,MEDIUM,,279,58.1,30.8,10.0,,1.1,24.0,9.3,99.6
330482100260000,District,,Williamsfield CUSD 210,SMALL,,279,94.6,0.7,1.8,,2.9,14.7,,34.4
130581330020000,District,,Central City SD 133,MEDIUM,,352,89.8,3.1,2.0,,5.1,26.7,,81.3
170534260040000,District,,Cornell CCSD 426,SMALL,,124,90.3,1.6,7.3,,0.8,16.1,,46.0
480723210260000,District,,Il Valley Central USD 321,LARGE,,2122,89.9,1.3,3.9,0.9,3.8,17.6,0.7,38.6
090101880040000,District,,Gifford CCSD 188,SMALL,,191,91.1,0.5,,,8.4,12.6,,30.9
500820770160000,District,,Freeburg CHSD 77,SMALL,,679,94.7,0.4,1.9,0.4,2.2,11.9,0.1,14.3
300020010220000,District,,Cairo USD 1,SMALL,,319,10.7,77.1,0.6,0.3,11.3,21.9,,99.4
050160640040000,District,,Park Ridge CCSD 64,LARGE,,4707,83.1,0.6,7.9,5.6,2.3,20.2,7.8,3.5
450791340040000,District,,Prairie Du Rocher CCSD 134,SMALL,,143,99.3,,,,0.7,32.2,,47.6
050162110170000,District,,Township HSD 211,LARGE,,11857,44.3,5.7,25.9,20.6,3.1,18.3,6.3,36.2
160194270260000,District,,Sycamore CUSD 427,LARGE,,3761,82.6,3.2,9.2,1.8,3.0,19.1,2.2,22.7
540920610030000,District,,Armstrong-Ellis Cons SD 61,SMALL,,75,93.3,,1.3,2.7,1.3,12.0,,48.0
030250100260000,District,,Altamont CUSD 10,MEDIUM,,658,96.4,0.8,1.1,0.2,1.7,19.6,0.2,53.6
531020060260000,District,,Fieldcrest CUSD 6,MEDIUM,,965,88.2,0.5,4.2,0.4,6.3,15.3,0.4,45.8
530901080020000,District,,Pekin PSD 108,LARGE,,3633,89.7,1.2,2.9,0.7,5.2,26.7,0.4,56.8
470522710260000,District,,Paw Paw CUSD 271,SMALL,,181,82.9,5.0,9.9,,1.7,16.6,2.2,31.5
130140010260000,District,,Carlyle CUSD 1,MEDIUM,,1051,91.7,2.4,0.9,0.5,4.2,21.1,0.1,45.3
320460610020000,District,,Bradley SD 61,MEDIUM,,1442,62.1,11.2,16.4,0.8,9.3,18.6,6.0,57.4
440630180040000,District,,Riley CCSD 18,MEDIUM,,301,79.4,0.7,17.6,,2.3,16.9,5.6,23.3
130410790020000,District,,Summersville SD 79,SMALL,,283,89.8,1.8,1.1,1.4,5.7,15.2,,45.6
070162200170000,District,,Reavis Twp HSD 220,MEDIUM,,1851,57.1,1.3,36.8,2.7,1.7,15.9,13.8,39.7
340490500040000,District,,Woodland CCSD 50,LARGE,,5399,41.4,7.9,33.1,11.2,5.7,13.7,21.9,34.7
200300070260000,District,,Gallatin CUSD 7,MEDIUM,,772,95.6,0.1,1.2,0.1,3.0,23.1,0.5,63.0
130140710160000,District,,Central CHSD 71,SMALL,,612,98.0,,1.8,,,15.4,0.7,19.8
300910840260000,District,,Shawnee CUSD 84,SMALL,,331,94.3,2.4,,,3.3,24.8,,91.5
240470880260000,District,,Plano CUSD 88,LARGE,,2429,37.5,9.3,48.1,1.1,3.7,16.6,15.9,57.2
130950490040000,District,,Nashville CCSD 49,MEDIUM,,589,91.5,1.5,2.5,1.4,1.4,18.2,,37.2
120800010260000,District,,Richland County CUSD 1,LARGE,,2379,91.4,0.8,3.5,0.6,3.4,15.5,0.5,52.2
190220880160000,District,,DuPage HSD 88,LARGE,,3986,36.9,5.7,47.5,6.8,2.1,16.7,8.3,49.6
200962000260000,District,,North Wayne CUSD 200,SMALL,,378,97.9,,1.3,,0.8,19.8,0.3,48.9
340490410040000,District,,Lake Villa CCSD 41,LARGE,,2620,58.4,3.1,26.9,2.9,8.4,22.5,10.5,31.0
080892030260000,District,,Orangeville CUSD 203,SMALL,,330,94.2,0.6,3.9,,1.2,19.1,,27.6
170540920040000,District,,West Lincoln-Broadwell ESD 92,SMALL,,196,88.8,1.5,3.6,1.0,5.1,17.3,,33.7
090101370020000,District,,Rantoul City SD 137,MEDIUM,,1727,29.4,27.0,28.3,0.6,14.6,25.5,20.3,79.7
070161570020000,District,,Hoover-Schrum Memorial SD 157,MEDIUM,,873,1.1,73.2,23.1,0.5,1.6,17.2,13.2,94.5
060161030020000,District,,Lyons SD 103,LARGE,,2436,21.2,4.7,71.3,1.1,1.4,21.1,27.5,74.0
500821960260000,District,,Dupo CUSD 196,MEDIUM,,1002,85.2,3.1,3.6,0.3,7.5,18.0,0.7,52.2
070161090020000,District,,Indian Springs SD 109,LARGE,,2799,58.5,15.8,22.7,1.4,1.5,15.0,29.0,69.6
350501600170000,District,,Seneca Twp HSD 160,SMALL,,429,88.6,0.9,7.9,,0.2,15.9,0.5,29.4
070161680040000,District,,CCSD 168,MEDIUM,,1346,3.4,77.6,13.7,,4.8,18.6,5.1,68.9
320460530020000,District,,Bourbonnais SD 53,LARGE,,2447,68.9,11.5,12.1,1.6,5.7,19.6,3.7,44.9
070161540020000,District,,Thornton SD 154,SMALL,,218,30.3,23.9,37.2,,8.3,15.6,17.9,51.4
070161270020000,District,,Worth SD 127,MEDIUM,,1117,69.0,2.8,14.8,1.5,11.9,21.6,19.4,57.6
060160900020000,District,,River Forest SD 90,MEDIUM,,1477,70.1,6.2,11.3,6.4,5.8,20.9,2.0,4.8
050160230020000,District,,Prospect Heights SD 23,MEDIUM,,1539,66.2,1.5,19.8,10.6,1.7,17.4,26.1,34.3
11012003C260000,District,,Martinsville CUSD 3C,SMALL,,407,97.1,,1.7,0.2,0.7,22.9,,58.2
010090640260000,District,,Virginia CUSD 64,SMALL,,314,92.4,1.3,3.8,,2.2,22.3,1.0,53.5
340491280160000,District,,CHSD 128,MEDIUM,,3394,71.6,1.9,10.2,14.3,1.5,18.4,2.0,7.3
130950110040000,District,,Irvington CCSD 11,SMALL,,68,88.2,1.5,2.9,1.5,5.9,26.5,,76.5
390550090260000,District,,Sangamon Valley CUSD 9,MEDIUM,,699,93.4,0.9,1.9,1.0,2.3,21.2,,48.2
340490060020000,District,,Zion ESD 6,LARGE,,2606,5.3,37.8,49.3,0.2,7.3,17.9,25.5,86.1
160194280260000,District,,DeKalb CUSD 428,LARGE,,6682,43.3,21.1,28.1,1.7,5.5,20.2,14.3,60.1
050160370020000,District,,Avoca SD 37,MEDIUM,,732,57.7,1.0,8.6,24.7,7.8,17.9,10.5,5.9
490811000260000,District,,Riverdale CUSD 100,MEDIUM,,1167,93.7,0.4,4.0,0.4,1.4,13.4,0.2,3.6
211000020260000,District,,Marion CUSD 2,LARGE,,4032,78.5,8.6,2.3,1.2,9.1,19.8,0.4,51.2
170530740270000,District,,Flanagan-Cornell Dist 74,SMALL,,340,88.2,2.4,5.9,1.2,2.4,22.9,,35.0
480720660020000,District,,Bartonville SD 66,MEDIUM,,258,84.1,8.5,3.1,1.2,2.7,27.1,0.4,64.3
490810400220000,District,,Moline-Coal Valley CUSD 40,LARGE,,7255,51.1,9.7,29.5,3.1,6.3,16.7,13.4,54.7
480720620020000,District,,Pleasant Valley SD 62,MEDIUM,,469,32.6,57.6,2.1,,7.7,22.2,0.4,92.1
470712260260000,District,,Byron CUSD 226,MEDIUM,,1531,86.5,0.9,7.2,0.7,4.4,17.9,0.5,24.5
060162080170000,District,,Riverside-Brookfield Twp SD 208,MEDIUM,,1657,53.3,5.3,36.3,2.0,2.9,19.3,4.9,11.6
050160280020000,District,,Northbrook SD 28,LARGE,,1842,77.3,0.7,4.4,12.9,4.5,19.9,7.7,2.6
070162300130000,District,,Cons HSD 230,LARGE,,7422,74.7,4.8,13.2,5.0,2.0,17.3,4.5,20.5
110213060260000,District,,Arcola CUSD 306,MEDIUM,,726,53.9,0.8,44.4,0.4,0.4,12.3,13.2,47.9
010690060260000,District,,Waverly CUSD 6,SMALL,,377,95.0,1.3,0.5,2.7,0.5,18.3,1.9,37.7
500821150020000,District,,Whiteside SD 115,MEDIUM,,1289,30.8,53.9,2.8,2.7,9.7,23.4,0.2,56.1
210281960260000,District,,Sesser-Valier CUSD 196,MEDIUM,,636,93.7,0.6,2.7,0.5,2.5,16.4,0.2,47.3
531020210260000,District,,Lowpoint-Washburn CUSD 21,SMALL,,350,95.1,0.9,2.0,,2.0,18.6,,53.4
280880010260000,District,,Bradford CUSD 1,SMALL,,159,93.7,1.3,0.6,0.6,3.8,20.8,,54.1
350500020260000,District,,Serena CUSD 2,MEDIUM,,669,87.0,1.0,7.9,0.1,3.3,16.1,0.6,36.6
120130350260000,District,,Flora CUSD 35,MEDIUM,,1413,94.1,0.1,1.2,1.2,3.0,18.3,0.2,53.7
400310030260000,District,,North Greene CUSD 3,MEDIUM,,881,96.0,0.3,0.3,0.2,3.1,26.3,,67.1
080431200220000,District,,Galena USD 120,MEDIUM,,826,81.2,1.5,15.1,1.9,0.1,15.1,7.9,32.1
120170040260000,District,,Oblong CUSD 4,MEDIUM,,604,95.7,0.5,2.0,0.7,1.2,20.9,,44.5
010010020260000,District,,Liberty CUSD 2,MEDIUM,,641,97.5,0.3,,,2.2,22.0,,23.1
320462560040000,District,,St Anne CCSD 256,MEDIUM,,346,65.6,2.9,24.9,,6.6,16.5,0.3,59.0
500820190260000,District,,Mascoutah CUD 19,LARGE,,4172,72.6,10.6,8.7,1.9,5.1,18.8,1.1,23.2
060160870020000,District,,Berkeley SD 87,LARGE,,2607,4.3,21.7,70.8,1.4,1.5,20.2,35.0,83.8
560990810020000,District,,Union SD 81,SMALL,,107,47.7,23.4,25.2,,3.7,16.8,4.7,57.0
260290660250000,District,,Canton Union SD 66,LARGE,,2413,93.0,1.7,1.4,0.4,3.0,21.3,0.5,52.7
190220580020000,District,,Downers Grove GSD 58,LARGE,,5116,75.7,3.7,10.5,5.2,4.6,16.8,5.0,9.2
260343280240000,District,,Hamilton CCSD 328,MEDIUM,,594,94.4,0.8,0.2,0.8,3.7,16.3,0.3,45.5
010690110260000,District,,Meredosia-Chambersburg CUSD 11,SMALL,,198,94.4,,0.5,,5.1,27.8,,67.7
060160910020000,District,,Forest Park SD 91,MEDIUM,,775,25.9,46.6,13.8,3.9,9.5,23.5,6.7,49.9
280063400260000,District,,Bureau Valley CUSD 340,MEDIUM,,1089,92.4,0.2,4.1,0.4,2.7,24.1,0.2,46.8
070161300020000,District,,Cook County SD 130,LARGE,,3584,15.7,23.3,59.5,0.4,1.1,19.8,25.7,76.6
070161330020000,District,,Gen George Patton SD 133,SMALL,,274,,93.1,4.7,,2.2,16.4,0.7,37.2
070161420020000,District,,Forest Ridge SD 142,MEDIUM,,1668,62.2,7.8,23.0,2.6,4.1,19.2,9.8,36.2
190220930040000,District,,CCSD 93,LARGE,,3641,44.3,6.5,25.5,20.1,3.4,18.8,19.3,35.8
190220150020000,District,,Marquardt SD 15,LARGE,,2521,18.8,13.1,50.7,13.8,2.9,14.7,30.1,90.4
150162990250000,District,,City of Chicago SD 299,LARGE,,363954,10.5,36.6,46.6,4.1,1.6,18.4,19.4,77.9
070161525020000,District,,Hazel Crest SD 152-5,MEDIUM,,1026,0.5,87.9,11.6,,,13.7,3.6,99.0
110703020260000,District,,Okaw Valley CUSD 302,MEDIUM,,519,96.3,,,,3.3,11.8,,44.7
480723280030000,District,,Hollis Cons SD 328,SMALL,,158,92.4,,1.9,,3.8,12.0,,17.7
190220160020000,District,,Queen Bee SD 16,LARGE,,1794,19.9,5.3,46.5,24.9,3.1,17.6,38.1,41.4
